,Trigger API,Action API,Trigger Variables,Action Variables
271,twilio,jira,"['New Sms', 'New Call', 'New Recording', 'New Transcription', 'New Phone Number', 'Watch Calls', 'Watch Messages', 'Watch Recordings', 'Watch Alerts']","['Create Issue', 'Update Issue', 'Delete Project', 'Update Comment', 'Get Issue', 'Add Watcher To Issue', 'List Issue Comments', 'Add Attachment To Issue', 'Assign Issue', 'Get Task', 'Add Comment To Issue', 'Get User']"
272,twilio,bamboohr,"['New Sms', 'New Call', 'New Recording', 'New Transcription', 'New Phone Number', 'Watch Calls', 'Watch Messages', 'Watch Recordings', 'Watch Alerts']","['Update Employee', 'Create Employee', ""Get Summary Of Who'S Out"", 'Respond To Time Off Request', 'Upload Employee File', 'Find/Create Employee', 'Create Time Off Request', 'Find Employee', 'Make Api Call', 'Get Employee', 'List Employees']"
273,twilio,zendesk,"['New Sms', 'New Call', 'New Recording', 'New Transcription', 'New Phone Number', 'Watch Calls', 'Watch Messages', 'Watch Recordings', 'Watch Alerts']","['Update Ticket', 'Create Ticket', 'Update Organization', 'Update User', 'Search Ticket', 'Create Organization', 'Add Comment To Ticket', 'Create User', 'Search Agent', 'Add Tag(S) To Ticket', 'Search Organization', 'Create Group', 'Delete User', 'Get User', 'Search User', 'Update Group', 'Create Request', 'Delete Group', 'Delete Organization', 'Delete Ticket', 'Search Group', 'Search Organizations', 'Find Agent', 'Make Api Call', 'Search Anything', 'Create/Update Organization', 'Add Tag To Ticket', 'List Users', 'Search Users', 'Get Ticket', 'Create Ticket Comment', 'Find Group', 'Create/Update User', 'Find/Create User', 'Get Group', 'List Groups', 'Find Ticket', 'Find Organization', 'Get Organization', 'Search Tickets', 'Find User', 'Create Topic', 'Search User By Id', 'List Tickets', 'List Organizations', 'Find/Create Organization', 'Find/Create Ticket']"
274,twilio,monday,"['New Sms', 'New Call', 'New Recording', 'New Transcription', 'New Phone Number', 'Watch Calls', 'Watch Messages', 'Watch Recordings', 'Watch Alerts']","['Create Item', 'Create Group', 'Create Board', 'Create Update', 'Duplicate Group', 'Archive Board', 'Archive Item', 'Update Item Name', 'Create Subitem', 'Archive Group', 'Delete Item', 'Create Column', 'Delete Group', 'Update Item Column Value', ""Get Item'S Column Value"", 'Create/Get Tag', 'Execute Graphql Query', 'Get Item', 'Get Team', 'Get User', 'Get Board', 'Get Group', 'Move Item To Group', 'Update Item', 'Update Item Column Value (Legacy)', 'Get Item Details By Id', 'List Updates', 'List Group Items', 'Search Items By Column Value', 'Create Workspace', 'Create Board Column', 'Download File', ""List Board'S Groups"", 'List Boards', 'List Items', 'List Users', 'Search Item', 'List Team Members', 'List Teams', 'List Files', 'Get User Details']"
299,razorpay,salesforce,"['Payment Failed', 'Payment Captured', 'Payment Link Paid', 'Payment Link Partially Paid', 'Invoice Paid', 'Invoice Partially Paid', 'Payment Dispute Closed', 'Payment Dispute Lost', 'Payment Dispute Won', 'Watch Payment Captured', 'Watch Payment Failed', 'Watch Payment Link Partially Paid', 'Watch Payment Page Paid', 'Invoice Expired', 'Refund Processed', 'Refund Created', 'Watch Payment Link Paid', 'Order Paid', 'Invoice Is Paid', 'Order Is Paid', 'Watch Invoice Paid', 'Watch New Event', 'Refund Is Created', 'Watch Invoice Partially Paid']","['Create Record', 'Update Record', 'Add Contact To Campaign', 'Update Contact', 'Create Lead', 'Update Lead', 'Add Lead To Campaign', 'Create Contact', 'Update Account', 'Update Task', 'Create Account', 'Search Record', 'Create Task', 'Search Task', 'Search Opportunity', 'Search Account', 'Search Lead', 'Search Case', 'Search Contact', 'Post Message To Chatter Feed', 'Make Api Call', 'Create Attachment', 'Create File', 'Find/Create Record', 'Update Case', 'List Jobs', 'Upsert Record', 'Search Quote', 'Find Record By Query', 'Find Record(S)', 'Search Record By Id', 'Update Product', 'Update Order', 'Update Campaign', 'Create Campaign', 'Create Order', 'Get Fields Name', 'Update Note', 'Create Note', 'Create Product', 'Create Opportunity', 'Update Opportunity', 'Create Job', 'Delete Record', 'Find Record', 'Create Case', 'Get Record', 'Search Records']"
300,razorpay,hubspot,"['Payment Failed', 'Payment Captured', 'Payment Link Paid', 'Payment Link Partially Paid', 'Invoice Paid', 'Invoice Partially Paid', 'Payment Dispute Closed', 'Payment Dispute Lost', 'Payment Dispute Won', 'Watch Payment Captured', 'Watch Payment Failed', 'Watch Payment Link Partially Paid', 'Watch Payment Page Paid', 'Invoice Expired', 'Refund Processed', 'Refund Created', 'Watch Payment Link Paid', 'Order Paid', 'Invoice Is Paid', 'Order Is Paid', 'Watch Invoice Paid', 'Watch New Event', 'Refund Is Created', 'Watch Invoice Partially Paid']","['Update Contact', 'Create Contact', 'Create Company', 'Create Deal', 'Update Deal', 'Update Company', 'Create Engagement', 'Add Contact To Workflow', 'Find Contact', 'Get Contact', 'Get Company', 'Get Deal', 'Update Ticket', 'Create Calendar Task', 'Add Contact To List', 'Create Ticket', 'Create/Update Contact', 'Submit Data To Form', 'Get File Public Url', 'Create Social Media Message', 'Create Associations', 'Update Product', 'Find Company', 'Find Associations', 'Create Product', 'Get Ticket', 'Find Deal', 'Remove Contact From List', 'Create Blog Post', 'Create Form Submission', 'Get Contact By Id', 'Find/Create Company', 'Find/Create Deal', 'Remove Contact From Workflow', 'Make Api Call', 'Find Products', 'Find Tickets', 'Find Deal By Id', 'Create/Update Contact (Legacy)', 'Archive Company', 'Search For Contacts', 'Archive Deal', 'Archive Product', 'Delete File', 'Associate Deal With Company', 'Associate Deal With Contact', 'Associate Multiple Crm Objects', 'Cancel Broadcast Message', 'Create Folder', 'Create Broadcast Message', 'Delete Calendar Task', 'Find Deal By Name', 'Find Deals Associated With Contact', 'Find Ticket By Id', 'Update Record', 'Get File Uploaded Via Form', 'List Owners', 'Update Email Subscription', 'Get Ticket By Id', 'Find Form By Id', 'Archive Ticket', 'Delete Record', 'Get Record', 'Delete Folder', 'Find Contact By Email', 'List Files', 'Delete Ticket', 'Find/Create Product', 'Find Ticket', 'Create Record', 'Make Api Request (Beta)', 'Find Contact By Id', 'Find Product', 'List Forms', 'Move File', 'List Tickets', 'Find/Create Ticket', 'Find/Create Contact', 'Upload File', 'List Records', 'Find Company By Name', 'Find Company By Id', 'Find Company By Domain', 'Find Product By Id', 'Get Product', 'Add Contacts To List', 'Archive Contact', 'Delete Blog Post']"
301,razorpay,slack,"['Payment Failed', 'Payment Captured', 'Payment Link Paid', 'Payment Link Partially Paid', 'Invoice Paid', 'Invoice Partially Paid', 'Payment Dispute Closed', 'Payment Dispute Lost', 'Payment Dispute Won', 'Watch Payment Captured', 'Watch Payment Failed', 'Watch Payment Link Partially Paid', 'Watch Payment Page Paid', 'Invoice Expired', 'Refund Processed', 'Refund Created', 'Watch Payment Link Paid', 'Order Paid', 'Invoice Is Paid', 'Order Is Paid', 'Watch Invoice Paid', 'Watch New Event', 'Refund Is Created', 'Watch Invoice Partially Paid']","['Create Channel', 'Send Channel Message', 'Set Status', 'Set Channel Topic', 'Update Profile', 'Send Direct Message', 'Add Star', 'Find User By Email', 'Update Message', 'Delete File', 'Complete Reminder', 'Unarchive Channel', 'Archive Channel', 'Leave Channel', 'Delete Message', 'Invite User To Channel', 'Add Reminder', 'Get File', 'Join Channel', 'Delete Reminder', 'Get Reminder', 'Remove Star', 'Find User By Id', 'List Users', 'Get Channel', 'Find Message', 'Kick User', 'List Members In Channel', 'List Replies', 'Create Reminder', 'Upload File', 'List Reminders', 'Send Private Channel Message', 'Set Channel Purpose', 'List Files', 'Send Group Message', 'List Channels', 'Search User By Email', 'Create Text File', 'Get User By Id', 'Search User', 'Download File', 'Save Item', 'Search User By Id', 'Find User By Username', 'Get User', 'Search Message', 'Pin Message', 'Make Api Call', 'Unpin Message', 'Send Custom Message', 'Find User By Name', 'Invite Users', 'Schedule Message', 'Search For User']"
302,razorpay,google-sheets,"['Payment Failed', 'Payment Captured', 'Payment Link Paid', 'Payment Link Partially Paid', 'Invoice Paid', 'Invoice Partially Paid', 'Payment Dispute Closed', 'Payment Dispute Lost', 'Payment Dispute Won', 'Watch Payment Captured', 'Watch Payment Failed', 'Watch Payment Link Partially Paid', 'Watch Payment Page Paid', 'Invoice Expired', 'Refund Processed', 'Refund Created', 'Watch Payment Link Paid', 'Order Paid', 'Invoice Is Paid', 'Order Is Paid', 'Watch Invoice Paid', 'Watch New Event', 'Refund Is Created', 'Watch Invoice Partially Paid']","['Create Spreadsheet', 'Delete Row', 'Update Row', 'Create Spreadsheet Row', 'Update Spreadsheet Row', 'Delete Spreadsheet Row', 'List Sheets', 'Delete Sheet', 'Create Worksheet', 'Copy Worksheet', 'Create Spreadsheet Column', 'Add Row', 'Create Spreadsheet Row(Line Item Support)', 'Update Row Values', 'Append Values', 'Copy Spreadsheet', 'Update Cell Value', 'Get Row(S)', 'Make Api Call', 'Find/Create Row', 'Create Sheet', 'Search Row Using Column And Value', 'Add Row To Spreadsheet', 'Copy Sheet', 'Update Cell', 'Search Rows', 'Lookup Spreadsheet Rows', 'Add Multiple Rows', 'Update Range Values', 'Search Spreadsheet', 'Delete Values', 'Copy Sheet Data', 'Add New Row']"
303,razorpay,gmail,"['Payment Failed', 'Payment Captured', 'Payment Link Paid', 'Payment Link Partially Paid', 'Invoice Paid', 'Invoice Partially Paid', 'Payment Dispute Closed', 'Payment Dispute Lost', 'Payment Dispute Won', 'Watch Payment Captured', 'Watch Payment Failed', 'Watch Payment Link Partially Paid', 'Watch Payment Page Paid', 'Invoice Expired', 'Refund Processed', 'Refund Created', 'Watch Payment Link Paid', 'Order Paid', 'Invoice Is Paid', 'Order Is Paid', 'Watch Invoice Paid', 'Watch New Event', 'Refund Is Created', 'Watch Invoice Partially Paid']","['Send Email', 'Create Draft', 'Create Label', 'Remove Label From Email', 'Add Label To Email', 'Copy Email', 'Update Label', 'Mark Email As Unread', 'Mark Email As Read', 'Send Yourself Email', 'Find Email', 'Move Email', 'Delete Label', 'Delete Email']"
304,razorpay,bitrix24,"['Payment Failed', 'Payment Captured', 'Payment Link Paid', 'Payment Link Partially Paid', 'Invoice Paid', 'Invoice Partially Paid', 'Payment Dispute Closed', 'Payment Dispute Lost', 'Payment Dispute Won', 'Watch Payment Captured', 'Watch Payment Failed', 'Watch Payment Link Partially Paid', 'Watch Payment Page Paid', 'Invoice Expired', 'Refund Processed', 'Refund Created', 'Watch Payment Link Paid', 'Order Paid', 'Invoice Is Paid', 'Order Is Paid', 'Watch Invoice Paid', 'Watch New Event', 'Refund Is Created', 'Watch Invoice Partially Paid']","['Update Deal', 'Delete Invoice', 'Update Company', 'Create Company', 'Create Deal', 'Update Lead', 'Create Contact', 'Update Contact', 'Create Lead', 'Search Deal', 'Get Lead By Id', 'Get Deal', 'Search Leads', 'Search Companies', 'Search Deals', 'Company Search', 'Contact Search', 'Search Contact', 'Make Api Call', 'Create Task', 'Delete Contact', 'Update Task', 'Create Invoice', 'Get Contact', 'Delete Task', 'Get Task', 'Search Contacts', 'Get Invoice', 'Get Company', 'Get Lead', 'Search Lead', 'Search Invoices', 'Delete Lead', 'Search Tasks', 'Delete Company', 'Search Company', 'Delete Deal']"
306,razorpay,calendly,"['Payment Failed', 'Payment Captured', 'Payment Link Paid', 'Payment Link Partially Paid', 'Invoice Paid', 'Invoice Partially Paid', 'Payment Dispute Closed', 'Payment Dispute Lost', 'Payment Dispute Won', 'Watch Payment Captured', 'Watch Payment Failed', 'Watch Payment Link Partially Paid', 'Watch Payment Page Paid', 'Invoice Expired', 'Refund Processed', 'Refund Created', 'Watch Payment Link Paid', 'Order Paid', 'Invoice Is Paid', 'Order Is Paid', 'Watch Invoice Paid', 'Watch New Event', 'Refund Is Created', 'Watch Invoice Partially Paid']","['Get Event Type', 'Make Api Request (Beta)', 'Get User', 'Get Event', 'List Events', 'Make Api Call']"
307,razorpay,mailchimp,"['Payment Failed', 'Payment Captured', 'Payment Link Paid', 'Payment Link Partially Paid', 'Invoice Paid', 'Invoice Partially Paid', 'Payment Dispute Closed', 'Payment Dispute Lost', 'Payment Dispute Won', 'Watch Payment Captured', 'Watch Payment Failed', 'Watch Payment Link Partially Paid', 'Watch Payment Page Paid', 'Invoice Expired', 'Refund Processed', 'Refund Created', 'Watch Payment Link Paid', 'Order Paid', 'Invoice Is Paid', 'Order Is Paid', 'Watch Invoice Paid', 'Watch New Event', 'Refund Is Created', 'Watch Invoice Partially Paid']","['Create Campaign', 'Send Campaign', 'Add Note To Subscriber', 'Add/Update Subscriber', 'Create Custom Event', 'Update Campaign', 'Unsubscribe Email', 'Add Member To Segment', 'Search Campaigns', 'Remove Member From Segment', 'Get Campaign', 'Delete List', 'Search Lists', 'Add/Remove Member Tags', 'Find Customer', 'Edit Campaign Template Content', 'Update List', 'Get Campaign Report', 'Add Tag To Subscriber', 'Add Subscriber To Tag', 'Delete List Member', 'Find Campaign', 'Get List', 'Delete Campaign', 'Create List', 'Search Subscribers', 'Remove Tag From Subscriber', 'Add Event', 'Find/Create Tag', 'Find Subscriber By Email', 'Remove Subscriber From Tag', 'Find Campaign By Id', 'Edit Subscriber', 'Get Members', 'List Member Tags', 'Get Campaign By Id', 'Make Api Request (Beta)', 'Add Member Tag', 'Create Folder', 'Add New Member With Custom Fields', 'Remove Member Tag', 'Add Member Note', 'Update Member', 'Find Member', 'Get List Tags', 'Remove Member Tag (Tag List)', 'Update Member With Custom Fields', 'Get List Segments', 'Find/Create Campaign', 'Make Api Call', 'Create Order', 'Create Tag', 'Update Subscriber', 'Find Subscriber', 'Remove Subscriber', 'Create/Update Subscriber', 'Get Subscriber', 'Find Tag', 'Create File', 'Add New Subscriber', 'Find/Create Subscriber']"
308,razorpay,stripe,"['Payment Failed', 'Payment Captured', 'Payment Link Paid', 'Payment Link Partially Paid', 'Invoice Paid', 'Invoice Partially Paid', 'Payment Dispute Closed', 'Payment Dispute Lost', 'Payment Dispute Won', 'Watch Payment Captured', 'Watch Payment Failed', 'Watch Payment Link Partially Paid', 'Watch Payment Page Paid', 'Invoice Expired', 'Refund Processed', 'Refund Created', 'Watch Payment Link Paid', 'Order Paid', 'Invoice Is Paid', 'Order Is Paid', 'Watch Invoice Paid', 'Watch New Event', 'Refund Is Created', 'Watch Invoice Partially Paid']","['Update Customer', 'Create Customer', 'Create Subscription', 'Create Payment Link', 'Delete Customer', 'Create Product', 'Create Invoice', 'Cancel Payment Intent', 'Create Payment Intent', 'Retrieve Payout', 'Capture Payment Intent', 'Create Price', 'Update Refund', 'Update Invoice', 'Retrieve Payment Intent', 'Cancel Subscription', 'Send Invoice', 'Retrieve Refund', 'Create Payout', 'Create Invoice Item', 'Confirm Payment Intent', 'Create Refund', 'Cancel Payout', 'Find Customer By Email', 'Find Invoice By Id', 'Retrieve Balance Transaction', 'Retrieve Product', 'Finalize Draft Invoice', 'Create Coupon', 'Retrieve Balance', 'Retrieve Customer', 'Create Charge', 'Void Invoice', 'Delete Draft Invoice', 'Retrieve Invoice', 'Delete Invoice Item', 'Update Invoice Item', 'Update Payout', 'Create Payment Method', 'List Payment Intents', 'Update Payment Intent', 'Update Product', 'Search Invoices', 'Find Charge', 'Find Customer', 'Retrieve Subscription By Id', 'List Payouts', 'Delete Product', 'Update Charge', 'Update Invoice Line Item', 'List Invoices', 'Retrieve Customer By Id', 'Find Payment', 'List Refunds', 'Update Coupon', 'Find Subscription', 'List Customers', 'Delete Coupon', 'Find Product By Id', 'Find Customer By Id', 'Search Customers', 'Search Product By Name', 'Create Invoice Line Item', 'Create Invoice Item With Price Object', 'Create Card Token', 'Find Invoice', 'Charge Card', 'Finalize Invoice', 'Retrieve Customer By Email', 'Make Api Call', 'Create Card', 'List All Customers', 'Delete Invoice Line Item', 'Deactivate Payment Link', 'Find Product By Name']"
